Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles
150 Daniel Low Ter,"Staten Island, NY 10301","150 Daniel Low Ter Staten Island, NY 10301 ",40.6406795,-74.0806511,1,2.517892344034699,0,inf,8,0.3880914915020129,1,2.780452931618966,161,0.17619269911420038,22,0.493125842292207,1,0.2528924193968641,1,1.4400553791336248,556,0.16071240727855243,12,0.3880914915020129,0,inf,7,0.922970157799568,0,inf,16,0.32231458065192115
7923 12th Ave,"Brooklyn, NY 11228","7923 12th Ave Brooklyn, NY 11228 ",40.618804,-74.012196,2,0.85980845858141,0,inf,48,0.6976893193748381,0,inf,412,0.2664768295830703,66,0.9681053104285603,1,2.755635570296282,0,inf,971,0.12764729421906257,48,0.6976893193748381,0,inf,1,2.021022973423742,2,1.864665782217431,73,0.48933131083216364
945 Olympia Blvd,"Staten Island, NY 10306","945 Olympia Blvd Staten Island, NY 10306 ",40.575535,-74.0908799,2,1.5348087604922784,0,inf,5,0.8600570638285098,0,inf,88,0.4248190341651949,12,0.35787907778984995,0,inf,0,inf,310,0.24848746879536737,5,0.8600570638285098,0,inf,0,inf,1,1.5217468267805598,15,0.5757158635387417
1176 Bushwick Ave,"Brooklyn, NY 11221","1176 Bushwick Ave Brooklyn, NY 11221 ",40.688515,-73.916949,32,0.36446098718008335,0,inf,90,0.1512698456165839,26,0.15842886141711085,884,0.06278884407558298,149,0.20605559728951295,2,1.6017882663529586,0,inf,1813,0.1838637758531867,92,0.1512698456165839,0,inf,5,1.5535814087551052,4,2.2941127562724573,120,0.20097068950151845
8 W 71st St,"New York, NY 10023","8 W 71st St New York, NY 10023 ",40.7755696,-73.9772768,15,0.38517770892305886,3,0.57395657440867,102,0.08087616028971996,18,0.5535330505347449,2297,0.07197717042279751,184,0.20882779511996527,12,0.643474108306633,14,0.3280493347645234,1470,0.05157225965857713,111,0.08087616028971996,1,2.7982666676797825,30,0.2144854051442901,22,0.1435309995828849,178,0.19938920855209952
649 Second Ave Unit 3G,"New York, NY 10016","649 Second Ave Unit 3G New York, NY 10016 ",40.745891,-73.975484,19,0.8716058456521873,3,0.551876460588913,137,0.3348055224132505,41,0.6939614957430532,3457,0.03451727495550472,190,0.33319239582135657,13,0.20729947283624814,21,0.3151596851178652,1603,0.03444208548058238,144,0.3348055224132505,1,0.7532249730841795,47,0.34366824039044036,26,0.41768293651342,221,0.12793347124831222
105-47 88 St,"Ozone Park, NY 11417","105-47 88 St Ozone Park, NY 11417 ",40.6785754,-73.8497746,16,0.6001856879228967,1,0.6116286731108013,50,0.12620950945156384,8,1.4160670185879796,307,0.2418170591238427,43,0.4347968924781006,1,2.6854046239197364,0,inf,1172,0.1715437945087507,58,0.12620950945156384,0,inf,0,inf,5,2.111753154286383,49,0.8226268040980919
124 W 23rd St Apt 2A,"Manhattan, NY 10011","124 W 23rd St Apt 2A Manhattan, NY 10011 ",40.743066,-73.9939179,20,0.3990093364518341,3,0.5077661207631169,132,0.058746125010727124,38,0.21234120001548853,3253,0.04025920890086515,162,0.11771907552816543,14,0.08597348265746761,23,0.31790309507818115,1621,0.07833874957166588,147,0.058746125010727124,1,1.2308114863532045,50,0.2479015617689815,28,0.1795074220343314,200,0.07570123188826194
485 Woodrow Rd,"Staten Island, NY 10312","485 Woodrow Rd Staten Island, NY 10312 ",40.553424,-74.185395,2,2.764383584883885,0,inf,7,0.9728918635510639,0,inf,104,0.37535244044988375,13,2.3012135292790283,0,inf,0,inf,245,0.433156755610558,7,0.9728918635510639,0,inf,1,1.8488153761101824,0,inf,11,0.44582471309747956
2190 Boston Rd Apt 3F,"Bronx, NY 10462","2190 Boston Rd Apt 3F Bronx, NY 10462 ",40.8564117,-73.8693044,49,0.6511421823080134,1,2.9406172595844517,62,0.10437355804256188,5,0.6229287724388962,194,0.07421195056660618,159,0.3035235025707092,0,inf,0,inf,1098,0.02812487413319695,70,0.10437355804256188,1,2.8754384175137293,1,2.9073202141036423,6,0.8734409046868831,61,0.18877106979152497
416 W 52nd St Apt 312,"New York, NY 10019","416 W 52nd St Apt 312 New York, NY 10019 ",40.7647904,-73.9890812,16,0.15332272684214818,3,0.4119426392295533,106,0.23253456424737343,31,0.11416902825374439,2809,0.03929136165821187,162,0.22325553069315884,12,0.27898536008372266,21,0.47847124720551676,1485,0.08558891349709462,116,0.23253456424737343,1,2.2142982139651126,36,0.7023644961736476,24,0.4833746692364672,184,0.23709227460029242
210 Canal St Rm 510,"New York, NY 10013","210 Canal St Rm 510 New York, NY 10013 ",40.7170272,-73.9989202,20,0.24384412046578022,2,1.754997687946486,134,0.08945131323942605,38,0.4842272671573428,3012,0.026713690993988706,177,0.05684968627892004,11,0.38810580242846704,20,0.8196649663723851,1334,0.15151039895206336,149,0.08945131323942605,1,1.8520381315965937,44,0.16104891085199027,17,0.5209039245746095,192,0.016011855493896436
333 E 34th St Rm 1D,"New York, NY 10016","333 E 34th St Rm 1D New York, NY 10016 ",40.744299,-73.9740525,19,0.8798965824325491,3,0.6505802067067985,138,0.432987436634313,42,0.7640639429909214,3466,0.11091776451423327,195,0.38389741105869346,13,0.3203590511314894,21,0.1922235947911369,1591,0.021850830011715894,145,0.432987436634313,1,0.6339587184006885,47,0.47314240231516985,26,0.5328885217489772,220,0.21678949967927827
162-49 95th St,"Howard Beach, NY 11414","162-49 95th St Howard Beach, NY 11414 ",40.6531022,-73.8361315,11,1.7880041355440501,1,1.6607546595430895,21,0.5921339513162804,4,2.380251959516709,116,0.22284898376186862,20,0.5008029010506772,0,inf,0,inf,679,0.10922894268793963,29,0.5921339513162804,0,inf,0,inf,3,2.611922839995907,18,1.2221797677668265
218-14 36 Ave,"Bayside, NY 11361","218-14 36 Ave Bayside, NY 11361 ",40.7690935,-73.7655751,9,0.7025704343961213,0,inf,0,inf,0,inf,180,0.32093004918128126,14,0.13275401295030764,0,inf,0,inf,645,0.4035375234916433,7,0.5299677348169948,0,inf,1,2.8248624945996053,4,1.4294115741274565,23,0.9060404992620227
155 Bay St Apt 3B,"Staten Island, NY 10301","155 Bay St Apt 3B Staten Island, NY 10301 ",40.6381374,-74.0754961,2,2.8289013753272143,0,inf,9,0.07433135198166162,1,2.9838866050441437,186,0.0399725553850159,20,0.5922779954864695,1,0.3706008632947945,1,1.4174616443502837,580,0.05057886454853754,12,0.07433135198166162,0,inf,7,0.9352817411442678,0,inf,17,0.017221369100556962
63-89 Saunders St Unit 6K,"Rego Park, NY 11374","63-89 Saunders St Unit 6K Rego Park, NY 11374 ",40.7292999,-73.86284,13,1.7032657365170665,2,2.422615341311917,36,0.08087649731223721,8,1.643131851784663,855,0.020421403019990927,49,0.6013762993926269,1,1.9348120913946067,0,inf,1425,0.01886695108132006,41,0.08087649731223721,0,inf,1,2.4605624114971265,3,1.482592771704528,129,0.030169100281020426
240 E 47th St Apt 27A,"Manhattan, NY 10017","240 E 47th St Apt 27A Manhattan, NY 10017 ",40.7528654,-73.9704348,19,0.7575975658392272,3,0.9008566563508424,126,0.30357749361336317,42,0.6891831348934278,3437,0.0642071893940057,182,0.2193285705059343,13,0.6315091724809125,21,0.7695334692562446,1607,0.022331187791660732,132,0.30357749361336317,1,1.2290070023625788,42,0.40576168464232215,25,0.16568758607099465,229,0.08758225034902216
1176 Bushwick Ave,"Brooklyn, NY 11221","1176 Bushwick Ave Brooklyn, NY 11221 ",40.688515,-73.916949,32,0.36446098718008335,0,inf,90,0.1512698456165839,26,0.15842886141711085,884,0.06278884407558298,149,0.20605559728951295,2,1.6017882663529586,0,inf,1813,0.1838637758531867,92,0.1512698456165839,0,inf,5,1.5535814087551052,4,2.2941127562724573,120,0.20097068950151845
143 Hoover Ave Unit 508,"Queens, NY 11435","143 Hoover Ave Unit 508 Queens, NY 11435 ",40.7140617,-73.8135366,19,1.2333797154244255,1,3.093597450927994,23,0.47972983045427786,6,0.7925503238826099,472,0.3103629582828375,40,0.6934169082043213,1,0.9318872272614769,0,inf,1484,0.18012692426252713,30,0.47972983045427786,0,inf,1,1.5497035788342952,2,1.2849002429551082,101,0.33808220804752315
254 W 10th St Apt 1A,"Manhattan, NY 10014","254 W 10th St Apt 1A Manhattan, NY 10014 ",40.7336193,-74.0065346,18,0.20584466091459594,3,0.5881414894159407,122,0.047747620985216274,37,0.1764053322059685,3019,0.01462590210824291,159,0.20460290591735592,14,0.4959453286655422,22,0.4255879641219341,1452,0.02308259223407879,138,0.047747620985216274,1,1.7685633854490086,44,0.4593270173045927,25,0.7982673028532266,177,0.1173647417331189
8 W 71st St,"New York, NY 10023","8 W 71st St New York, NY 10023 ",40.7755696,-73.9772768,15,0.38517770892305886,3,0.57395657440867,102,0.08087616028971996,18,0.5535330505347449,2297,0.07197717042279751,184,0.20882779511996527,12,0.643474108306633,14,0.3280493347645234,1470,0.05157225965857713,111,0.08087616028971996,1,2.7982666676797825,30,0.2144854051442901,22,0.1435309995828849,178,0.19938920855209952
650 City Island Ave,"Bronx, NY 10464","650 City Island Ave Bronx, NY 10464 ",40.8558654,-73.7912209,7,0.05199836336899528,0,inf,7,1.9373349941742448,0,inf,38,0.1783165384417328,15,0.1368369308503716,0,inf,0,inf,242,0.027544583881201897,7,1.9373349941742448,1,1.4784409845157411,1,1.3329317843044504,2,2.9605174628714312,9,0.49667763963472505
286 Corbin Pl Apt 2A,"Brooklyn, NY 11235","286 Corbin Pl Apt 2A Brooklyn, NY 11235 ",40.5748134,-73.9532685,0,inf,0,inf,22,0.4684872633271434,0,inf,162,0.16127656902574247,41,0.32684379314274753,1,2.263830079794289,0,inf,616,0.13520591355651468,22,0.4684872633271434,0,inf,1,3.1039266720220944,1,1.1897576238782388,30,0.3698059448265803
201 E 28th St # 16G,"New York, NY 10016","201 E 28th St # 16G New York, NY 10016 ",40.7420962,-73.9807792,21,0.49657608625566124,3,0.43925874721810754,139,0.19230669590647173,40,0.4466155685046397,3391,0.010431496313718234,189,0.06959409516363345,14,0.3156935203021981,23,0.3724590866674895,1567,0.06567136114449304,148,0.19230669590647173,1,0.6328466017028436,47,0.3702238065306849,27,0.182209245765881,215,0.033654214531547266
149-20 11th Ave,"Whitestone, NY 11357","149-20 11th Ave Whitestone, NY 11357 ",40.7908505,-73.8160019,6,1.5407906820678,2,2.4222413776019796,2,2.2749018430842898,1,2.130180279644973,168,0.16315797143418048,38,0.18616579456973548,0,inf,0,inf,579,0.1660201030576936,8,1.943169183736295,1,2.698797395848656,1,1.6391324314605291,4,0.1814685299910627,25,1.4220310612504354
13 W 13th St Apt 1AS,"New York, NY 10011","13 W 13th St Apt 1AS New York, NY 10011 ",40.7356028,-73.9944338,21,0.3503815386540555,3,0.7068148484516554,137,0.17052783535458857,40,0.3335598850819128,3215,0.03293695890835908,181,0.15796743478152442,15,0.18115409301769783,23,0.01773742332943723,1561,0.04969982982002114,152,0.17052783535458857,1,1.1306483914345116,45,0.1669187631727123,28,0.34327834358393206,203,0.15964758990484393
925 Park Ave Unit 2A,"New York, NY 10028","925 Park Ave Unit 2A New York, NY 10028 ",40.7763705,-73.9596804,19,1.0412493073134375,2,1.3330401538770948,99,0.1877249935840125,22,1.1155550096823894,2317,0.08236512722972088,184,0.14126512254099852,10,0.6772464223369338,11,0.8398092199100806,1508,0.08609589537578896,105,0.1877249935840125,1,2.9274695955402503,25,0.23035349359556925,23,0.6007573433188699,192,0.19593721139549855
420 Maryland Ave Apt 3B,"Staten Island, NY 10305","420 Maryland Ave Apt 3B Staten Island, NY 10305 ",40.6088621,-74.0741679,1,2.4928895547282113,0,inf,9,0.8831190273515066,0,inf,189,0.5540527950518984,14,0.533081098779733,1,2.3837683956000193,1,1.241535361537796,599,0.06376457942233893,9,0.8831190273515066,0,inf,7,1.543996604097967,0,inf,22,0.25811929710545894
61 Cuba Ave,"Staten Island, NY 10306","61 Cuba Ave Staten Island, NY 10306 ",40.5667461,-74.1060369,2,0.9599856749274692,0,inf,6,0.7480742603474801,0,inf,102,0.1773541813357162,10,0.4373710327217507,0,inf,0,inf,283,0.1012264007997779,6,0.7480742603474801,0,inf,0,inf,1,0.872597636781965,14,0.28596359187235215
838 5th Ave Fl 6,"Manhattan, NY 10065","838 5th Ave Fl 6 Manhattan, NY 10065 ",40.7677424,-73.9700367,16,1.0013843365446682,3,0.6726855238038641,112,0.2441857921678505,34,0.3453068703091774,2801,0.07245993350053234,180,0.05181962970025488,13,0.31506256516793657,21,0.7078130638395137,1577,0.01178467559267238,120,0.2441857921678505,1,2.2537460053036127,32,0.2583914182345048,23,0.2743402870692059,200,0.16845471370863896
2704 Glenwood Rd,"Brooklyn, NY 11210","2704 Glenwood Rd Brooklyn, NY 11210 ",40.6335152,-73.9506362,10,1.350710362058453,0,inf,59,0.16388604869593731,2,1.414261807645713,385,0.11790608850132243,135,0.19854034764453501,1,1.9331335442822764,0,inf,1530,0.04810752112642705,60,0.16388604869593731,0,inf,4,1.1568310560743276,2,1.3149972788768791,93,0.6185699246037449
61-15 97th St Unit 1J,"Queens, NY 11374","61-15 97th St Unit 1J Queens, NY 11374 ",40.7342599,-73.8625799,14,1.735673258519057,2,2.1497229818591572,34,0.2950551519330842,8,1.6454286799910702,845,0.08812191424608677,44,0.6980713707221246,1,2.120801333047729,0,inf,1377,0.01899602202835446,39,0.2950551519330842,0,inf,1,2.4023440687396285,4,1.7669358982032985,132,0.05555486133709653
1737 Nereid Ave,"Bronx, NY 10466","1737 Nereid Ave Bronx, NY 10466 ",40.8982639,-73.8514589,30,0.3077431257624306,0,inf,23,0.15115192554018544,0,inf,91,0.06107906798954207,84,0.26996620135354593,1,1.125237486836606,0,inf,473,0.05339615076185844,32,0.15115192554018544,0,inf,1,3.0161683430768043,3,2.510912415595201,29,0.2523105926105471
21 Monroe Pl Apt 4R,"Brooklyn, NY 11201","21 Monroe Pl Apt 4R Brooklyn, NY 11201 ",40.696565,-73.9926159,23,0.8888952164050898,0,inf,126,0.06568502419653162,31,1.5370464151298933,2321,0.04667359283384217,175,0.2734646681730806,9,0.48785612686347524,14,2.2196888820412486,1317,0.06236094659870462,134,0.06568502419653162,1,2.8568086229052803,34,0.43964462695930034,15,0.08670961664147789,181,0.08882478775832696
160-15 Powells Cove Blvd Unit A304,"Whitestone, NY 11357","160-15 Powells Cove Blvd Unit A304 Whitestone, NY 11357 ",40.7942899,-73.80139,8,1.0393243841568847,2,2.947191078839635,1,2.821644965222446,1,2.711319141783203,153,0.31341885519914253,23,0.6160724484589626,0,inf,0,inf,547,0.0067817086280051835,6,2.247549225895312,0,inf,1,0.9255174689420144,4,0.823646237494934,21,1.5843841413585225
25 W 64th St Apt 9B,"Manhattan, NY 10023","25 W 64th St Apt 9B Manhattan, NY 10023 ",40.7715424,-73.9801919,16,0.46094630572350276,3,0.25707438317889836,106,0.15952658855577767,22,0.23636556890349533,2542,0.07350638377580064,173,0.04896005487642419,13,0.43360629711369497,21,0.18643822536642357,1494,0.03807995530953559,114,0.15952658855577767,1,2.539921689504462,28,0.13776017352353495,24,0.1757520540726977,185,0.2531663198125817
14911 12th Ave,"Whitestone, NY 11357","14911 12th Ave Whitestone, NY 11357 ",40.7905245,-73.816245,6,1.5447607695910823,2,2.3970260588118077,2,2.2495084856276946,1,2.1045380162937355,170,0.15139974460015546,38,0.20605159003583012,0,inf,0,inf,582,0.16036544016264567,8,1.9212166333047695,1,2.682053244536012,1,1.6628938506407127,4,0.16469580262548478,25,1.3963225218189452
500 King St,"Staten Island, NY 10312","500 King St Staten Island, NY 10312 ",40.5319492,-74.1589309,1,2.051901570223372,0,inf,7,0.9177406984830204,0,inf,89,0.2230798413789313,3,2.771204957645687,0,inf,0,inf,197,0.09730828081738431,7,0.9177406984830204,0,inf,1,3.0940630278073322,0,inf,8,0.9748081384238524
3279 Bruckner Blvd,"Bronx, NY 10461","3279 Bruckner Blvd Bronx, NY 10461 ",40.8408088,-73.8262871,19,0.31891860306151876,0,inf,20,0.5321954933970219,2,2.203830840941067,95,0.21601322902403794,66,0.31486031975832823,0,inf,0,inf,565,0.04802880704004248,20,0.5321954933970219,1,0.6347328056407094,2,2.3953698052339396,5,0.9135264121086292,24,0.5244998881543235
1167 E 40th St,"Brooklyn, NY 11210","1167 E 40th St Brooklyn, NY 11210 ",40.6267338,-73.9372335,11,0.8273957410148154,0,inf,47,0.6916556402637645,2,0.7889194402185556,229,0.40179102421543356,113,0.12295369468027047,1,1.8945830923646894,0,inf,1366,0.15698221588050262,47,0.6916556402637645,1,2.3526168093391484,3,1.8948686068150007,2,0.5254700310937381,66,0.8094056139773107
300 8th Ave Apt 1N,"Brooklyn, NY 11215","300 8th Ave Apt 1N Brooklyn, NY 11215 ",40.669317,-73.976654,17,1.1128911593702704,0,inf,89,0.28455697903254784,12,1.1179453076397878,970,0.12295493994140402,179,0.09005656680062447,3,1.6089684349562423,0,inf,1493,0.1280221221135068,91,0.28455697903254784,0,inf,14,0.5458821152055021,7,0.4863197033960202,139,0.3944911465628356
59 Beresford Ave,"Staten Island, NY 10314","59 Beresford Ave Staten Island, NY 10314 ",40.5877872,-74.1886259,5,1.0813255026319168,0,inf,0,inf,0,inf,58,0.2720571726889603,19,1.2560687761147298,0,inf,0,inf,192,0.27559904068579055,0,inf,0,inf,0,inf,0,inf,10,1.2096173936498913
211 Central Park W # 1D,"New York, NY 10024","211 Central Park W # 1D New York, NY 10024 ",40.7825795,-73.9719375,12,0.5183748039988822,2,1.1328814119188357,94,0.05493208973758487,11,1.1124355089889941,2092,0.13885243890935928,185,0.18845150628508242,10,1.142005021859398,11,0.840630594693586,1402,0.025756603037085483,102,0.05493208973758487,0,inf,25,0.09059039268558042,21,0.7018316296740177,166,0.38393205458446755
525 W 236th St Apt 5B,"Bronx, NY 10463","525 W 236th St Apt 5B Bronx, NY 10463 ",40.886535,-73.907716,34,0.30753650562776663,1,0.73948201550151,37,0.3833530632664574,2,1.8804359596614877,151,0.025832374394764216,103,0.17464204421167123,0,inf,0,inf,555,0.18704268988111505,49,0.3833530632664574,0,inf,2,1.5420728204338794,5,0.4351292951975257,45,0.11365527383641448
500 W 18th St Apt 22A,"New York, NY 10011","500 W 18th St Apt 22A New York, NY 10011 ",40.7449319,-74.0072851,20,0.20786217220495495,3,0.23497430641057668,118,0.4148020399680925,32,0.15191306263176751,2959,0.06994960805860996,146,0.1367427615296041,14,0.7988477818344893,23,0.721645586920149,1495,0.062166990622101424,134,0.4148020399680925,1,1.9266484002406612,46,0.2585305756454769,26,0.7941029476523888,172,0.1560442808666825
99 Bank St Apt 3H,"New York, NY 10014","99 Bank St Apt 3H New York, NY 10014 ",40.7365945,-74.0064133,19,0.04832187385205144,3,0.3848481837693791,119,0.2502193557041739,37,0.2463985420923519,3012,0.02467563208258619,157,0.16473158796027668,14,0.5658956263031477,22,0.5494501490664612,1481,0.027921745281799398,135,0.2502193557041739,1,1.7617950309789272,43,0.2821147800495387,27,0.7383506556139487,179,0.04302184242988888
750 Kappock St Apt 610,"Bronx, NY 10463","750 Kappock St Apt 610 Bronx, NY 10463 ",40.8819467,-73.9200169,35,0.1740127659055687,1,0.2727678513680967,38,0.7370608320885425,2,1.4467207517740528,162,0.6367264690544718,101,0.4585052981707983,0,inf,0,inf,509,0.24133823153379083,48,0.2405477275120275,0,inf,3,1.0161841291975149,6,1.1527090756973137,42,0.6108400894072981
99 4th Ave Unit 2L,"Brooklyn, NY 11217","99 4th Ave Unit 2L Brooklyn, NY 11217 ",40.6809365,-73.9802583,23,0.660484753608214,0,inf,117,0.21536310717723472,23,0.7507948452788554,1695,0.12889864468039847,182,0.11100180483820626,5,0.7910052692179707,0,inf,1500,0.02813717126521909,119,0.21536310717723472,0,inf,27,0.32718420543350335,12,0.28353265638579445,177,0.03868843574003054
305 E 61st St Apt Ph 1,"New York, NY 10065","305 E 61st St Apt Ph 1 New York, NY 10065 ",40.761835,-73.9627595,15,0.5795035869853551,3,1.1463459077029599,117,0.2552490416308132,41,0.45340183005819323,3041,0.0424434976921821,180,0.07498986264992794,12,0.3728656951102996,21,0.45829655049737256,1614,0.058836153099102784,122,0.2552490416308132,1,1.9164748487565455,31,0.2965292269370275,24,0.332971538194475,214,0.10251415312624756
215 E 24th St Apt 108,"New York, NY 10010","215 E 24th St Apt 108 New York, NY 10010 ",40.7394961,-73.9822736,22,0.36138905200179505,3,0.5608169783022039,144,0.22072590535206313,40,0.4393428834943318,3300,0.017699064100346572,196,0.1630570239602131,14,0.40699159746002006,23,0.39393473921605826,1566,0.03574366510441861,155,0.22072590535206313,1,0.5760269716738116,50,0.23677039844666237,29,0.10207619166384395,211,0.05678854672626138
357 W End Ave Apt 3,"New York, NY 10024","357 W End Ave Apt 3 New York, NY 10024 ",40.7831769,-73.9822196,13,0.3297982838455848,3,1.0199731767433735,80,0.1260433824949659,16,1.0080827148106741,1960,0.07451172539633488,175,0.05105035779864211,10,0.8550427803218233,11,0.6459816086118322,1334,0.09575921101128418,87,0.1260433824949659,0,inf,25,0.3811208796143911,23,0.6278501718087924,151,0.15312553194096223
668 Washington St Units 4 & 5A,"New York, NY 10014","668 Washington St Units 4 & 5A New York, NY 10014 ",40.7335562,-74.0087213,17,0.26408310345820196,3,0.6195917774726084,120,0.10303328951688373,37,0.20705099382423583,2987,0.05024153706694419,158,0.19364448192465508,12,0.6084070687880117,22,0.5276537261844116,1426,0.017402009164058548,136,0.10303328951688373,1,1.8833973645554472,43,0.5216604751594007,25,0.9069906902600867,175,0.10941303253392387
2790 Broadway Apt 4J,"New York, NY 10025","2790 Broadway Apt 4J New York, NY 10025 ",40.8024726,-73.9674915,19,0.8454441802509876,1,2.4847645014616484,68,0.131228993793371,6,1.2999097800408195,1221,0.017788688577942708,205,0.07577887816375127,7,0.65939599313473,4,1.3775042942569145,1086,0.043623062121553806,71,0.131228993793371,0,inf,20,1.0418819297311346,21,0.2856409874477093,125,0.10932507871277937
255-05 74th Ave Unit A2,"Glen Oaks, NY 11004","255-05 74th Ave Unit A2 Glen Oaks, NY 11004 ",40.7483993,-73.7172718,12,0.4704775243595992,0,inf,0,inf,2,0.8719737628644962,177,0.2865524405202384,15,0.6405942895403092,0,inf,0,inf,528,0.11121966868022776,12,1.7381281398784194,0,inf,0,inf,3,1.0498628243883237,25,0.47441773629000294
20 Mallory Ave,"Staten Island, NY 10305","20 Mallory Ave Staten Island, NY 10305 ",40.597898,-74.0806028,2,2.5810648940278544,0,inf,7,1.5509830581321924,0,inf,145,0.1868196934069332,14,1.2316601379084797,0,inf,1,1.71272737561456,503,0.043657055326507356,7,1.5509830581321924,0,inf,2,2.15227519280724,1,2.6418419775292246,21,0.07143136597203395
515 E 72nd St Apt 36B,"Manhattan, NY 10021","515 E 72nd St Apt 36B Manhattan, NY 10021 ",40.7668482,-73.952654,14,0.8371861880760377,2,1.5867124363154352,108,0.33128293024177613,27,1.016827348894595,2553,0.05169800288027124,182,0.23790619435656257,10,0.5999454734401928,13,0.18695090046487678,1580,0.04424064607813388,114,0.33128293024177613,1,2.431439185978344,27,0.75018045056887,22,0.4050684952800787,206,0.19660487705279395
205 W 57th St Apt 6DE,"New York, NY 10019","205 W 57th St Apt 6DE New York, NY 10019 ",40.7660116,-73.9805433,16,0.5550344752614547,3,0.20397860271765247,111,0.09403996462304604,31,0.20224549073532846,2811,0.030333419370671022,166,0.18480240619818528,12,0.2011872127489959,21,0.31250974882695987,1540,0.016529559630028084,119,0.09403996462304604,1,2.1667389122653105,34,0.501114379473394,25,0.2709216688751988,196,0.11842687180913725
24 Hudson St,"Staten Island, NY 10304","24 Hudson St Staten Island, NY 10304 ",40.624616,-74.0815097,1,2.9487837951833082,0,inf,8,0.4054575213288316,1,2.5617399123434414,202,0.25597636849491984,13,0.08092421004149372,1,1.309598146782168,1,0.5517751401152473,587,0.047198104635829706,8,0.4054575213288316,0,inf,8,0.4403412735249514,0,inf,20,0.5698586147297607
33-28 100 St,"Corona, NY 11368","33-28 100 St Corona, NY 11368 ",40.7563782,-73.8686005,11,1.2130998638550978,2,1.7596854726538265,29,0.49968699429290714,13,0.6392346218264235,923,0.07169538011203036,36,0.9716710789243903,0,inf,0,inf,1213,0.06031942987416201,34,0.49968699429290714,1,1.8650191594689616,2,2.9072717928302594,2,2.3589990897638593,129,0.15900538603196326
6541 Fitchett St,"Rego Park, NY 11374","6541 Fitchett St Rego Park, NY 11374 ",40.7200503,-73.8628798,12,1.7999638694109428,1,2.9587186910070056,48,0.6873347066956214,13,1.1762680481289651,814,0.285244906557276,69,0.1464300417235471,1,1.6986730386114992,0,inf,1457,0.10808565526975554,52,0.6873347066956214,0,inf,2,2.663786217733058,3,1.0702438927283846,134,0.30562062731952916
7 Harrison St Unit Atelier,"Manhattan, NY 10013","7 Harrison St Unit Atelier Manhattan, NY 10013 ",40.7184911,-74.0095194,17,0.5283240924600805,2,1.6437166071856386,117,0.14413016692195868,34,0.8012543704458575,2776,0.030437899806743492,161,0.3271390978191308,11,0.18830492761922105,20,0.9943869673376451,1287,0.09980821718507153,132,0.14413016692195868,1,2.239877633737606,42,0.3517535698525464,17,0.3549918505598236,174,0.23033129460240634
4235 Main St Unit 10E,"Flushing, NY 11355","4235 Main St Unit 10E Flushing, NY 11355 ",40.7547617,-73.8275368,13,0.47339282772972574,2,0.19651284141211547,15,0.35864101343960497,2,0.5551445274237573,572,0.01826960724559125,30,0.2423739195094842,1,2.7608525026661717,0,inf,1191,0.021934519288249556,22,0.28646518516224145,1,2.8414151544882627,1,1.3862388454660655,4,0.9867380084037694,93,0.00802880258309565
205 W 57th St Apt 6DE,"New York, NY 10019","205 W 57th St Apt 6DE New York, NY 10019 ",40.7660116,-73.9805433,16,0.5550344752614547,3,0.20397860271765247,111,0.09403996462304604,31,0.20224549073532846,2811,0.030333419370671022,166,0.18480240619818528,12,0.2011872127489959,21,0.31250974882695987,1540,0.016529559630028084,119,0.09403996462304604,1,2.1667389122653105,34,0.501114379473394,25,0.2709216688751988,196,0.11842687180913725
24 Hudson St,"Staten Island, NY 10304","24 Hudson St Staten Island, NY 10304 ",40.624616,-74.0815097,1,2.9487837951833082,0,inf,8,0.4054575213288316,1,2.5617399123434414,202,0.25597636849491984,13,0.08092421004149372,1,1.309598146782168,1,0.5517751401152473,587,0.047198104635829706,8,0.4054575213288316,0,inf,8,0.4403412735249514,0,inf,20,0.5698586147297607
668 Washington St Units 4 & 5A,"New York, NY 10014","668 Washington St Units 4 & 5A New York, NY 10014 ",40.7335562,-74.0087213,17,0.26408310345820196,3,0.6195917774726084,120,0.10303328951688373,37,0.20705099382423583,2987,0.05024153706694419,158,0.19364448192465508,12,0.6084070687880117,22,0.5276537261844116,1426,0.017402009164058548,136,0.10303328951688373,1,1.8833973645554472,43,0.5216604751594007,25,0.9069906902600867,175,0.10941303253392387
